,name,price,first name,last name,above_100
4080,William Jones,63.46431006,William,Jones,false
4081,Steven Morton,3.222866321,Steven,Morton,false
4082,Kathy Erickson,104.8026013,Kathy,Erickson,true
4083,Tammy Miller,241.0340095,Tammy,Miller,true
4084,Steven Hill,237.8650125,Steven,Hill,true
4085,Gregory Carr,103.9623567,Gregory,Carr,true
4086,Elizabeth Vega,240.6707864,Elizabeth,Vega,true
4087,Samuel Shields,116.0534733,Samuel,Shields,true
4088,Jon Mcmillan,33.16746226,Jon,Mcmillan,false
4089,Heather Simpson,283.6810902,Heather,Simpson,true
4090,Ashley Duncan,196.9682366,Ashley,Duncan,true
4091,Matthew Kim,188.6038146,Matthew,Kim,true
4092,Nicole Anderson,281.7187905,Nicole,Anderson,true
4093,Andrew Conley,161.1974791,Andrew,Conley,true
4094,Joshua Jones,284.3000382,Joshua,Jones,true
4095,Megan Frederick,286.5328819,Megan,Frederick,true
4096,Shawn Yang,66.80153798,Shawn,Yang,false
4097,Jennifer Cruz,136.1030566,Jennifer,Cruz,true
4098,Jerry Lewis,116.5647115,Jerry,Lewis,true
4099,Mr. Gerald Hall PhD,165.7863419,Mr.,Gerald Hall PhD,true
4100,Lisa Williams,151.7382706,Lisa,Williams,true
4101,Austin Dougherty,159.1601399,Austin,Dougherty,true
4102,Tiffany Khan,180.7098851,Tiffany,Khan,true
4103,Bradley Hanson,163.873575,Bradley,Hanson,true
4104,Debra Lee,7.628367945,Debra,Lee,false
4105,Juan Ellison,114.5479402,Juan,Ellison,true
4106,Alexander Knight,83.2140554,Alexander,Knight,false
4107,Kristy Johnson,53.28332252,Kristy,Johnson,false
4108,Micheal Castro,252.6836234,Micheal,Castro,true
4109,Scott Dunn,285.4456877,Scott,Dunn,true
4110,Tyler Johnson,94.73063095,Tyler,Johnson,false
4111,Daniel Alexander,174.9467362,Daniel,Alexander,true
4112,Jennifer Powell,245.40014,Jennifer,Powell,true
4113,Joseph Cross,34.92207275,Joseph,Cross,false
4114,Stacy Wright,60.60246858,Stacy,Wright,false
4115,Jennifer Sosa,209.1023241,Jennifer,Sosa,true
4116,Dr. Joel Myers PhD,64.85581509,Dr.,Joel Myers PhD,false
4117,Charles Hall,55.60324358,Charles,Hall,false
4118,Jennifer Ward,230.3458209,Jennifer,Ward,true
4119,Courtney Jones,177.7873713,Courtney,Jones,true
4120,Ashley Sanders,10.16997317,Ashley,Sanders,false
4121,Monica Thomas,248.8628482,Monica,Thomas,true
4122,Stacey Johnston,29.29713703,Stacey,Johnston,false
4123,Matthew Fisher,256.4910536,Matthew,Fisher,true
4124,Stephen Caldwell,90.13948262,Stephen,Caldwell,false
4125,Amanda Allen,252.7245451,Amanda,Allen,true
4126,Reginald Wheeler,187.4716924,Reginald,Wheeler,true
4127,Michael Mckee,108.4985349,Michael,Mckee,true
4128,Mrs. Elizabeth Richard,291.6208208,Mrs.,Elizabeth Richard,true
4129,Roy Park,260.1067194,Roy,Park,true
4130,Alexander Hampton,163.4734673,Alexander,Hampton,true
4131,Lisa Smith,107.3994506,Lisa,Smith,true
4132,Brian Peters,160.4889305,Brian,Peters,true
4133,Brittany King,192.2294007,Brittany,King,true
4134,James Fuller,299.4742195,James,Fuller,true
4135,Kevin Hernandez,268.3482239,Kevin,Hernandez,true
4136,Jason Sanders,279.4106879,Jason,Sanders,true
4137,Charles Garcia,28.70450704,Charles,Garcia,false
4138,Laura Martin,127.6841221,Laura,Martin,true
4139,Joel Aguilar,217.0083468,Joel,Aguilar,true
4140,Gina Simmons,297.3098769,Gina,Simmons,true
4141,William White,119.6532362,William,White,true
4142,Matthew Odonnell,167.1080615,Matthew,Odonnell,true
4143,Sara Barnett,248.5900599,Sara,Barnett,true
4144,Stephanie Charles,134.0241038,Stephanie,Charles,true
4145,Steven Barrett,298.1119629,Steven,Barrett,true
4146,Margaret Buckley,289.2707827,Margaret,Buckley,true
4147,Jesus Fisher,160.36012,Jesus,Fisher,true
4148,Walter Wiggins,129.9098605,Walter,Wiggins,true
4149,Travis Stone,197.1841651,Travis,Stone,true
4150,Jonathan Castro,238.5105965,Jonathan,Castro,true
4151,Richard Carroll,92.49342137,Richard,Carroll,false
4152,Joshua Tapia,70.45020144,Joshua,Tapia,false
4153,Ashley Wright,76.43870413,Ashley,Wright,false
4154,Karen Smith,23.21067191,Karen,Smith,false
4155,Kathryn Oconnell,126.4118798,Kathryn,Oconnell,true
4156,Sarah Wagner,215.3180107,Sarah,Wagner,true
4157,Sheryl Baker,164.4894086,Sheryl,Baker,true
4158,Lisa Scott,148.5371736,Lisa,Scott,true
4159,Tamara Mason,12.72067225,Tamara,Mason,false
4160,Stephen Perez,258.4584762,Stephen,Perez,true
4161,Michelle Fletcher,98.23209773,Michelle,Fletcher,false
4162,Krystal Bell,105.686706,Krystal,Bell,true
4163,Maureen Davis,131.3180759,Maureen,Davis,true
4164,Ashley Morris,60.79234267,Ashley,Morris,false
4165,Felicia Hammond,126.3965687,Felicia,Hammond,true
4166,Ronald Harper,30.25918404,Ronald,Harper,false
4167,Carol Murphy,278.4008519,Carol,Murphy,true
4168,Cody Marquez,74.6976087,Cody,Marquez,false
4169,Kiara Bishop,213.1519593,Kiara,Bishop,true
4170,Jesse Moss,160.0214752,Jesse,Moss,true
4171,Maria Mcdonald,212.9854098,Maria,Mcdonald,true
4172,John Murphy,21.29303319,John,Murphy,false
4173,Patricia Turner,253.6494291,Patricia,Turner,true
4174,Reginald Martinez,260.9501201,Reginald,Martinez,true
4175,Stephanie Brewer,46.43427453,Stephanie,Brewer,false
4176,Kimberly Cooper,223.6248014,Kimberly,Cooper,true
4177,Vickie Stuart,99.05905827,Vickie,Stuart,false
4178,Louis Williams,114.4329354,Louis,Williams,true
4179,Anthony Tapia,183.3634671,Anthony,Tapia,true
4180,Devin Pugh,162.5232565,Devin,Pugh,true
4181,Sara Brown,157.8131238,Sara,Brown,true
4182,Tanya Gonzales,27.83669992,Tanya,Gonzales,false
4183,Mrs. Nicole Thomas DDS,.827942199,Mrs.,Nicole Thomas DDS,false
4184,William Ward,266.2845507,William,Ward,true
4185,Ashley Cooper MD,69.44262108,Ashley,Cooper MD,false
4186,Aaron Williams,107.6538823,Aaron,Williams,true
4187,Michael Russell,274.0384647,Michael,Russell,true
4188,Heather Robinson,12.94184911,Heather,Robinson,false
4189,Rick Fritz,69.17701509,Rick,Fritz,false
4190,Michael Hill,264.8877777,Michael,Hill,true
4191,Ethan Garcia,185.9409439,Ethan,Garcia,true
4192,Hector Yates,10.42055504,Hector,Yates,false
4193,Brandon Willis,24.06700478,Brandon,Willis,false
4194,Holly Parker,277.6591294,Holly,Parker,true
4195,Karen Herring,116.916612,Karen,Herring,true
4196,Michael Smith,33.44799229,Michael,Smith,false
4197,Shawna Andrews,274.7344513,Shawna,Andrews,true
4198,Ruben Lee,10.15776929,Ruben,Lee,false
4199,Jennifer Taylor,60.77952648,Jennifer,Taylor,false
4200,Veronica Obrien,212.6835987,Veronica,Obrien,true
4201,Crystal Bryant,148.714562,Crystal,Bryant,true
4202,Lori Guerrero,177.2928698,Lori,Guerrero,true
4203,Adam Silva,204.4841277,Adam,Silva,true
4204,Jose Mcbride,42.89423532,Jose,Mcbride,false
4205,Ernest Simon,12.8484507,Ernest,Simon,false
4206,Dana Hernandez,164.5007659,Dana,Hernandez,true
4207,Lisa Hopkins,269.1158361,Lisa,Hopkins,true
4208,Cory Riley,104.3195602,Cory,Riley,true
4209,Danny Davenport,263.7355581,Danny,Davenport,true
4210,Zachary Day DDS,259.7307972,Zachary,Day DDS,true
4211,Amanda Bernard,240.5125811,Amanda,Bernard,true
4212,Michelle Lopez PhD,123.5572597,Michelle,Lopez PhD,true
4213,Molly Hodges,122.942149,Molly,Hodges,true
4214,Tara Dudley,190.2781121,Tara,Dudley,true
4215,Keith Walsh,229.3224534,Keith,Walsh,true
4216,Matthew Barrett,203.4492239,Matthew,Barrett,true
4217,Leslie Pierce,293.9357336,Leslie,Pierce,true
4218,Jonathon Marsh,215.0848449,Jonathon,Marsh,true
4219,Kristin Dillon,249.641034,Kristin,Dillon,true
4220,Lauren Harris,110.4188048,Lauren,Harris,true
4221,Sean Morales,236.936951,Sean,Morales,true
4222,Stephanie Pierce,184.6969693,Stephanie,Pierce,true
4223,Amanda Parker,265.7538269,Amanda,Parker,true
4224,Patrick Johnson,195.188147,Patrick,Johnson,true
4225,Jeffrey Lowery,105.5421187,Jeffrey,Lowery,true
4226,Bethany Morales,35.32101518,Bethany,Morales,false
4227,Andrea Dennis,175.2005078,Andrea,Dennis,true
4228,John Mendoza,262.7952541,John,Mendoza,true
4229,Kevin Campos,140.351546,Kevin,Campos,true
4230,Katie Parks,235.7672262,Katie,Parks,true
4231,Robert Johnson,249.5967381,Robert,Johnson,true
4232,Lucas Graham,93.13959296,Lucas,Graham,false
4233,Evan Anderson,261.9463998,Evan,Anderson,true
4234,Donna Pineda,190.6311448,Donna,Pineda,true
4235,Connie Berger,141.8925348,Connie,Berger,true
4236,Todd Jordan,149.257265,Todd,Jordan,true
4237,Arthur Hogan,214.1606004,Arthur,Hogan,true
4238,Allison Baxter,150.4414677,Allison,Baxter,true
4239,Connie Rogers,115.2425186,Connie,Rogers,true
4240,Erin Berger,42.1905731,Erin,Berger,false
4241,Christina Schneider,195.3549273,Christina,Schneider,true
4242,Jeremy Krueger,34.08457452,Jeremy,Krueger,false
4243,Michael Bailey,126.9175521,Michael,Bailey,true
4244,Nancy Wood,87.0005467,Nancy,Wood,false
4245,Ruben Wise,236.1625936,Ruben,Wise,true
4246,Robert Thomas,1.175426149,Robert,Thomas,false
4247,Heidi Elliott,202.7676815,Heidi,Elliott,true
4248,Colleen Barnes,112.4460675,Colleen,Barnes,true
4249,Evan Stephens,16.31834351,Evan,Stephens,false
4250,Yvonne Terrell,253.6670795,Yvonne,Terrell,true
4251,David Cooper,190.2239465,David,Cooper,true
4252,Philip Hudson,74.56003818,Philip,Hudson,false
4253,Ryan Miller,224.3280539,Ryan,Miller,true
4254,Sierra Mcdaniel,28.43344697,Sierra,Mcdaniel,false
4255,Michelle Benson,103.4879795,Michelle,Benson,true
4256,Anthony Spencer,97.00705418,Anthony,Spencer,false
4257,Brandon Harrison,186.4647297,Brandon,Harrison,true
4258,Kayla Mendoza,49.49263966,Kayla,Mendoza,false
4259,Wendy Smith,22.96637075,Wendy,Smith,false
4260,Leslie Diaz,200.9823949,Leslie,Diaz,true
4261,Robert Austin,18.7403859,Robert,Austin,false
4262,Grant Snyder,31.61132475,Grant,Snyder,false
4263,Lisa Tucker,10.85501411,Lisa,Tucker,false
4264,Joseph Mcintyre,40.61343114,Joseph,Mcintyre,false
4265,Cynthia Crawford,163.9863536,Cynthia,Crawford,true
4266,Debra Reeves,264.5385546,Debra,Reeves,true
4267,Brandi Jenkins,75.80811688,Brandi,Jenkins,false
4268,Richard Terry,57.09148172,Richard,Terry,false
4269,Laura Adams,79.97823475,Laura,Adams,false
4270,Jeffery Coleman,160.2177849,Jeffery,Coleman,true
4271,James Wright,197.5942474,James,Wright,true
4272,Michael Baird,27.36696414,Michael,Baird,false
4273,Andrea Campbell,102.862813,Andrea,Campbell,true
4274,Melissa Donaldson,299.0421806,Melissa,Donaldson,true
4275,Debra Brown,197.13954,Debra,Brown,true
4276,Jesse Flores,55.22621765,Jesse,Flores,false
4277,Keith White,96.4713786,Keith,White,false
4278,Amy Haynes,23.77645827,Amy,Haynes,false
4279,Nicole Watson,62.17613483,Nicole,Watson,false
4280,Mr. Danny Bennett PhD,259.6518499,Mr.,Danny Bennett PhD,true
4281,Isabel Young,215.7325161,Isabel,Young,true
4282,Rebecca Guzman,125.2388105,Rebecca,Guzman,true
4283,Jason Robinson,15.26988999,Jason,Robinson,false
4284,Jason Carpenter,244.4002552,Jason,Carpenter,true
4285,Teresa Warren,12.73833171,Teresa,Warren,false
4286,Tammy Berg,14.18425361,Tammy,Berg,false
4287,John Roberts,217.000161,John,Roberts,true
4288,Allison Sloan,222.7228909,Allison,Sloan,true
4289,Hannah Jones,135.3119207,Hannah,Jones,true
4290,Gina Perez,52.41984972,Gina,Perez,false
4291,Jennifer Wilson,278.3035455,Jennifer,Wilson,true
4292,Donald Brown,174.5110373,Donald,Brown,true
4293,Brianna Thomas,109.7649143,Brianna,Thomas,true
4294,Jeffery Hicks,40.80233964,Jeffery,Hicks,false
4295,Kristi Barrera,111.235732,Kristi,Barrera,true
4296,Ashley Hall,11.00738203,Ashley,Hall,false
4297,William Ross,246.7988508,William,Ross,true
4298,Sharon Rogers,269.6445292,Sharon,Rogers,true
4299,Samantha Reyes,285.1185899,Samantha,Reyes,true
4300,Jesse Brown,223.7385934,Jesse,Brown,true
4301,Sharon Carroll,259.0247174,Sharon,Carroll,true
4302,Julia Mueller,179.2400548,Julia,Mueller,true
4303,Amanda Adams,95.53072617,Amanda,Adams,false
4304,Luis Beck,196.9478714,Luis,Beck,true
4305,Gary Ryan,103.3722476,Gary,Ryan,true
4306,Carrie Nelson,39.62851606,Carrie,Nelson,false
4307,Dustin Cohen,134.8839555,Dustin,Cohen,true
4308,Jacob Hood,223.0015524,Jacob,Hood,true
4309,John Wright,23.16382223,John,Wright,false
4310,Andrew Hansen,118.9450215,Andrew,Hansen,true
4311,Tracy Charles,219.7192493,Tracy,Charles,true
4312,Teresa Kane,72.66856659,Teresa,Kane,false
4313,Steve Chavez,17.45069578,Steve,Chavez,false
4314,Heather Miller,279.6719453,Heather,Miller,true
4315,Kevin Carter,268.6486624,Kevin,Carter,true
4316,Alec Davis,196.5012661,Alec,Davis,true
4317,David Mitchell,65.46654262,David,Mitchell,false
4318,Janet Ramsey,110.3349572,Janet,Ramsey,true
4319,Joe Clark,159.2907416,Joe,Clark,true
4320,Jared Stephens,187.1385115,Jared,Stephens,true
4321,Ernest Fisher,167.7347056,Ernest,Fisher,true
4322,Heather Anderson,54.28141313,Heather,Anderson,false
4323,Robert White,64.13545631,Robert,White,false
4324,Brenda Gonzales,246.2889222,Brenda,Gonzales,true
4325,Brandon Johnson,64.2705519,Brandon,Johnson,false
4326,Julia Price,102.1863472,Julia,Price,true
4327,Bethany Keller,23.3006676,Bethany,Keller,false
4328,Andrew Hughes,259.5314119,Andrew,Hughes,true
4329,Kevin Cook,205.678264,Kevin,Cook,true
4330,Jessica Lloyd,182.7867866,Jessica,Lloyd,true
4331,Tiffany Mathews,255.389612,Tiffany,Mathews,true
4332,Brenda Orr,164.1028403,Brenda,Orr,true
4333,Raymond Bryant,203.9194426,Raymond,Bryant,true
4334,Cynthia Hill,18.00711682,Cynthia,Hill,false
4335,Brenda Martin,137.0769406,Brenda,Martin,true
4336,Morgan Martin,30.24532805,Morgan,Martin,false
4337,Kelly Jones,174.7610006,Kelly,Jones,true
4338,Garrett Cortez,82.15377847,Garrett,Cortez,false
4339,Sean Munoz,176.2986475,Sean,Munoz,true
4340,Jennifer Kennedy,86.2756055,Jennifer,Kennedy,false
4341,Ryan Rogers,295.5482423,Ryan,Rogers,true
4342,Mary Moore,121.5477927,Mary,Moore,true
4343,Kimberly Gomez,92.76134992,Kimberly,Gomez,false
4344,Gregory Russell,249.1170454,Gregory,Russell,true
4345,Jenna Conway,269.7399699,Jenna,Conway,true
4346,Paula Taylor,146.3702895,Paula,Taylor,true
4347,Sherry Davis,75.46719838,Sherry,Davis,false
4348,Angela Pope,87.0866185,Angela,Pope,false
4349,Alicia Petersen,40.53590012,Alicia,Petersen,false
4350,Jerry Castillo,95.92622912,Jerry,Castillo,false
4351,Mary Hernandez DDS,60.47897749,Mary,Hernandez DDS,false
4352,Jessica Morton,70.52882232,Jessica,Morton,false
4353,Derrick Lane,178.275985,Derrick,Lane,true
4354,Jennifer Daniels,50.86728212,Jennifer,Daniels,false
4355,Troy Taylor,257.7863815,Troy,Taylor,true
4356,Travis Dixon,280.8080804,Travis,Dixon,true
4357,Ana Garcia,186.2836961,Ana,Garcia,true
4358,Robin Johns,223.8139842,Robin,Johns,true
4359,Jacqueline Campbell,216.8275543,Jacqueline,Campbell,true
4360,Sonya Oconnor,207.8371821,Sonya,Oconnor,true
4361,Timothy Simmons,12.36549766,Timothy,Simmons,false
4362,Nicholas Davenport,204.874313,Nicholas,Davenport,true
4363,Ashley Norris,190.9811376,Ashley,Norris,true
4364,Stephanie Ferguson,176.4478201,Stephanie,Ferguson,true
4365,Stephen Gibson,281.9273558,Stephen,Gibson,true
4366,Pamela Flores,267.4502766,Pamela,Flores,true
4367,Alexandra Marshall,120.3599835,Alexandra,Marshall,true
4368,Cynthia Burns,251.2562989,Cynthia,Burns,true
4369,Vincent Robles,88.95926153,Vincent,Robles,false
4370,Richard Randall,153.8003045,Richard,Randall,true
4371,Lisa Christian,61.6355412,Lisa,Christian,false
4372,Robert Butler,136.8308956,Robert,Butler,true
4373,Wendy Nelson,225.8217721,Wendy,Nelson,true
4374,Melinda Wang,160.0017419,Melinda,Wang,true
4375,Jasmine Ramsey,105.7982641,Jasmine,Ramsey,true
4376,Lori Wilson,293.5021497,Lori,Wilson,true
4377,Jacob Marks,142.1962704,Jacob,Marks,true
4378,Michael Smith,251.4505593,Michael,Smith,true
4379,Thomas Mata,55.93532487,Thomas,Mata,false
4380,Laura Ramos,93.29236862,Laura,Ramos,false
4381,Sean White,240.5499275,Sean,White,true
4382,Nathaniel Martin,67.5746927,Nathaniel,Martin,false
4383,Richard Jones,9.800347835,Richard,Jones,false
4384,William Beltran,93.86267343,William,Beltran,false
4385,Joshua Beard,155.0016551,Joshua,Beard,true
4386,Isabel Schmidt,151.7884437,Isabel,Schmidt,true
4387,Albert Jefferson,7.324849522,Albert,Jefferson,false
4388,Cynthia Cannon,190.4811968,Cynthia,Cannon,true
4389,Ryan Miller,185.5386897,Ryan,Miller,true
4390,Thomas Lyons,81.89970365,Thomas,Lyons,false
4391,Michael Silva,274.019123,Michael,Silva,true
4392,Donna Hill,72.13647466,Donna,Hill,false
4393,Marcus Fisher,67.45343443,Marcus,Fisher,false
4394,Dale Williams,286.2616053,Dale,Williams,true
4395,Adam Smith,61.98255031,Adam,Smith,false
4396,Jason Fritz,48.06669667,Jason,Fritz,false
4397,Ann Williams,124.7300315,Ann,Williams,true
4398,Roberta Hebert,69.11214832,Roberta,Hebert,false
4399,Mallory Bennett,97.11298942,Mallory,Bennett,false
4400,Jamie Bowman MD,221.7137541,Jamie,Bowman MD,true
4401,Robert Rodriguez,58.69922245,Robert,Rodriguez,false
4402,Brenda Martinez,100.915405,Brenda,Martinez,true
4403,Jonathan Lowery,95.98905914,Jonathan,Lowery,false
4404,Joshua Gordon,81.34162271,Joshua,Gordon,false
4405,Jessica Ferguson,121.8177579,Jessica,Ferguson,true
4406,Christopher Lee,16.01949687,Christopher,Lee,false
4407,Carlos Powell,136.4061935,Carlos,Powell,true
4408,Michael White,296.8779782,Michael,White,true
4409,Melissa Patel,222.3379779,Melissa,Patel,true
4410,Ryan Jimenez,8.806463395,Ryan,Jimenez,false
4411,Jacob Jones,268.7896535,Jacob,Jones,true
4412,Michele Walters,49.86105087,Michele,Walters,false
4413,Lonnie Mccarty,268.5851476,Lonnie,Mccarty,true
4414,Michelle Guerrero,22.68433563,Michelle,Guerrero,false
4415,Gerald Stuart,281.1040514,Gerald,Stuart,true
4416,Sarah Baker,121.093534,Sarah,Baker,true
4417,Michelle Becker PhD,28.5247473,Michelle,Becker PhD,false
4418,Jonathan Matthews,170.2977957,Jonathan,Matthews,true
4419,Jacob Vaughan,45.98335043,Jacob,Vaughan,false
4420,Tammy Thompson,185.445612,Tammy,Thompson,true
4421,Jade Anderson,42.61384102,Jade,Anderson,false
4422,Deborah Johnson,231.3035329,Deborah,Johnson,true
4423,Austin Church,224.5294176,Austin,Church,true
4424,Alyssa Ferguson,167.4634496,Alyssa,Ferguson,true
4425,Nicholas Palmer,234.1983073,Nicholas,Palmer,true
4426,David Anderson,126.5376126,David,Anderson,true
4427,Connie English,71.14644248,Connie,English,false
4428,Jeffrey Williams,196.5049461,Jeffrey,Williams,true
4429,Jonathan Smith,45.5695152,Jonathan,Smith,false
4430,Nicole Martinez,98.99699781,Nicole,Martinez,false
4431,Matthew Fuentes,15.00357735,Matthew,Fuentes,false
4432,Brian Castro,283.530583,Brian,Castro,true
4433,Michael Washington,251.410972,Michael,Washington,true
4434,Elizabeth George,119.9443045,Elizabeth,George,true
4435,April Carpenter,97.13934044,April,Carpenter,false
4436,Scott Jackson,66.00743436,Scott,Jackson,false
4437,Christopher Johnson,194.5705341,Christopher,Johnson,true
4438,Shelby Robles,251.0205577,Shelby,Robles,true
4439,Alfred Price,44.88101459,Alfred,Price,false
4440,Kathleen Bates,106.2687842,Kathleen,Bates,true
4441,Dawn Lawson,141.070424,Dawn,Lawson,true
4442,Valerie Calderon,165.5704164,Valerie,Calderon,true
4443,Rachel Garcia,86.89703181,Rachel,Garcia,false
4444,Sharon Singleton,178.253908,Sharon,Singleton,true
4445,Patrick Madden,216.3499324,Patrick,Madden,true
4446,Christina Simmons,243.9411562,Christina,Simmons,true
4447,Sarah Smith,78.60291991,Sarah,Smith,false
4448,Christina Hernandez,158.340668,Christina,Hernandez,true
4449,William Scott,42.6357811,William,Scott,false
4450,Katherine George,291.1982182,Katherine,George,true
4451,Patricia Murray,240.7156421,Patricia,Murray,true
4452,Angela Myers,287.6003604,Angela,Myers,true
4453,Wayne Baker,3.161650812,Wayne,Baker,false
4454,Kelsey King,104.5095017,Kelsey,King,true
4455,Joseph Singleton,125.2038885,Joseph,Singleton,true
4456,Haley Cox,243.064921,Haley,Cox,true
4457,Amy Reed,13.4034733,Amy,Reed,false
4458,Kelly Johnson,154.9458495,Kelly,Johnson,true
4459,Luke Lyons,35.69136143,Luke,Lyons,false
4460,Randy Johns,138.7662269,Randy,Johns,true
4461,Joshua Hogan,188.5452453,Joshua,Hogan,true
4462,Ricardo Leon,32.39762181,Ricardo,Leon,false
4463,Wendy Perry MD,150.7493531,Wendy,Perry MD,true
4464,Amy Decker,205.9183781,Amy,Decker,true
4465,Karen Crane,161.1175036,Karen,Crane,true
4466,Dan Sanders,88.36089031,Dan,Sanders,false
4467,George Garcia,196.3710897,George,Garcia,true
4468,Sherry Flores,176.1410839,Sherry,Flores,true
4469,Timothy Boyle,244.4529757,Timothy,Boyle,true
4470,Julia Patrick,121.7239919,Julia,Patrick,true
4471,Joshua Clark,290.8588624,Joshua,Clark,true
4472,Melissa Jackson,2.993787587,Melissa,Jackson,false
4473,Elizabeth Estes,6.351425195,Elizabeth,Estes,false
4474,Erin Clark,211.4611389,Erin,Clark,true
4475,Cynthia Smith,270.1816099,Cynthia,Smith,true
4476,Stacy Anderson,259.9778271,Stacy,Anderson,true
4477,Elizabeth Brown,13.12619513,Elizabeth,Brown,false
4478,Christine Murray,281.6024751,Christine,Murray,true
4479,James Golden,62.2150147,James,Golden,false
4480,Jeremy Butler,16.5737869,Jeremy,Butler,false
4481,Matthew Andersen,275.7089613,Matthew,Andersen,true
4482,Jonathan Parker,174.3661801,Jonathan,Parker,true
4483,Richard Warren,182.5849371,Richard,Warren,true
4484,Sandra Vargas,88.17070751,Sandra,Vargas,false
4485,Kendra Martinez,288.9749105,Kendra,Martinez,true
4486,Adam Foster,113.3350734,Adam,Foster,true
4487,Thomas Fisher,261.3018639,Thomas,Fisher,true
4488,Shelly Fritz,198.0635511,Shelly,Fritz,true
4489,Maria Blanchard,92.48764037,Maria,Blanchard,false
4490,Mandy Greer,256.7382349,Mandy,Greer,true
4491,Martin Jones,249.6732518,Martin,Jones,true
4492,Robert Morris,291.2869627,Robert,Morris,true
4493,Taylor Lopez,199.7994875,Taylor,Lopez,true
4494,Nicole Lewis,63.89710536,Nicole,Lewis,false
4495,Christine Wright,276.383749,Christine,Wright,true
4496,David Robinson,192.5576533,David,Robinson,true
4497,Christopher Case,25.68763011,Christopher,Case,false
4498,Mark Ward,136.7142552,Mark,Ward,true
4499,Dana Phillips,100.5295944,Dana,Phillips,true
4500,John Jensen,103.2854721,John,Jensen,true
4501,Michelle Robinson,224.3184536,Michelle,Robinson,true
4502,Michael Simmons,43.93832827,Michael,Simmons,false
4503,Cynthia Ortiz MD,178.7195497,Cynthia,Ortiz MD,true
4504,Luis Woods,183.705381,Luis,Woods,true
4505,Mitchell Glover,220.6120498,Mitchell,Glover,true
4506,Sarah Thompson,117.4197981,Sarah,Thompson,true
4507,Jeffrey Macias,194.8399457,Jeffrey,Macias,true
4508,Brian Drake,173.5510389,Brian,Drake,true
4509,Julie Brown,91.19012588,Julie,Brown,false
4510,Gregory Hayes,55.38220689,Gregory,Hayes,false
4511,James Rice,151.830502,James,Rice,true
4512,Gabriel Jackson,200.0509292,Gabriel,Jackson,true
4513,Melissa Valdez,224.6518493,Melissa,Valdez,true
4514,Thomas Mullen,207.2032153,Thomas,Mullen,true
4515,Dawn Smith,51.30087598,Dawn,Smith,false
4516,Lisa Glover,252.4407738,Lisa,Glover,true
4517,Anna Austin,24.93407772,Anna,Austin,false
4518,Katherine Pierce,227.4197253,Katherine,Pierce,true
4519,Wayne Keller,146.35867,Wayne,Keller,true
4520,Steven Morgan,11.67183166,Steven,Morgan,false
4521,Zachary Thompson,205.6808433,Zachary,Thompson,true
4522,Joel Clark,267.7132878,Joel,Clark,true
4523,Matthew Gutierrez,20.37578051,Matthew,Gutierrez,false
4524,Stephanie Mcdonald,3.404207994,Stephanie,Mcdonald,false
4525,Robert Heath,140.4965692,Robert,Heath,true
4526,Lindsey Gonzalez,50.65802478,Lindsey,Gonzalez,false
4527,Deborah Olson,261.0152328,Deborah,Olson,true
4528,Claire Reeves,227.8216553,Claire,Reeves,true
4529,Brandy Watson,114.5335307,Brandy,Watson,true
4530,Jason Wilson,175.7981929,Jason,Wilson,true
4531,Heather Garcia,57.18282876,Heather,Garcia,false
4532,Kathleen Chavez,262.816267,Kathleen,Chavez,true
4533,Samantha Shepard,112.5848392,Samantha,Shepard,true
4534,Shaun Dougherty,269.7757635,Shaun,Dougherty,true
4535,Amber Young,207.4343409,Amber,Young,true
4536,Jonathan Wilkerson,168.651313,Jonathan,Wilkerson,true
4537,Robert Rivas,188.7133378,Robert,Rivas,true
4538,Anthony Moore,250.6850286,Anthony,Moore,true
4539,Jeffrey Hill,139.0495656,Jeffrey,Hill,true
4540,Michael Love,240.6152512,Michael,Love,true
4541,Amber Stone,175.5605692,Amber,Stone,true
4542,Crystal Fletcher,259.5011926,Crystal,Fletcher,true
4543,Amy Roach,121.2834283,Amy,Roach,true
4544,Christy Gilbert,71.84900147,Christy,Gilbert,false
4545,Caroline Grimes,275.3005924,Caroline,Grimes,true
4546,David Oconnell,18.82123887,David,Oconnell,false
4547,Kayla Porter,178.0897199,Kayla,Porter,true
4548,Phillip Stewart,87.33688942,Phillip,Stewart,false
4549,David Schneider,263.0936624,David,Schneider,true
4550,Michael Porter,214.8778378,Michael,Porter,true
4551,Timothy Jordan,135.2253002,Timothy,Jordan,true
4552,Melissa Freeman,17.89046741,Melissa,Freeman,false
4553,Erica Richardson,226.5853858,Erica,Richardson,true
4554,Jeanette Hood DVM,43.4796463,Jeanette,Hood DVM,false
4555,Douglas Thompson,171.5740698,Douglas,Thompson,true
4556,Jerry Torres,159.5750818,Jerry,Torres,true
4557,Jason Harmon,204.5606379,Jason,Harmon,true
4558,Donna Dixon,174.0919863,Donna,Dixon,true
4559,Anthony Brady,33.56976782,Anthony,Brady,false
4560,Samantha Mendoza,194.8151719,Samantha,Mendoza,true
4561,Stephanie King,229.7961484,Stephanie,King,true
4562,Sara Carter,222.6421195,Sara,Carter,true
4563,Alex Clay,275.3652226,Alex,Clay,true
4564,Ryan Harrell,268.5047774,Ryan,Harrell,true
4565,David Garcia,212.5521572,David,Garcia,true
4566,Michael Nguyen,203.9777083,Michael,Nguyen,true
